title;platform;publisher;release_date;critic_score;critic_count;critic_positive;critic_mixed;critic_negative;user_score;user_count;user_positive;user_mixed;user_negative;developer;genre;players;rating;director;writer;composer;category;is_portable;is_exclusive
Garfield's Nightmare;DS;The Game Factory;2007-09-04;70.0;9;4;4;1;82.97;12;11;0;1;Shin'en;;;;;;;50-74;1;1
Garfield: A Tail of Two Kitties;DS;The Game Factory;2006-10-17;59.0;7;2;4;1;0.0;1;1;0;0;Two Tribes;Action, Platformer, 3D;No Online Multiplayer;E;Collin van Ginkel, Martijn Reuvers;;;50-74;1;0
Garou: Mark of the Wolves;Xbox 360;SNK Playmore;2009-06-24;77.0;10;9;1;0;86.02;2;2;0;0;SNK Playmore;Action, General, Fighting, 2D;1-4;T;;;;75-89;0;0
Garshasp: The Monster Slayer;PC;Dead Mage;2011-05-09;49.0;19;1;11;7;63.98;13;3;3;7;Dead Mage Studio;;No Online Multiplayer;;;;;50-;0;1
Gary Grigsby's World at War;PC;Matrix Games;2005-03-25;77.0;12;8;4;0;61.02;8;5;1;2;2By3 Games;Turn-Based, Strategy, Historic;1-8;T;;;;75-89;0;1
Gas Guzzlers Extreme;PC;Iceberg Interactive;2013-10-08;73.0;9;6;3;0;86.02;29;24;5;0;Gamepires;;;;;;;50-74;0;0
Gas Guzzlers Extreme;Xbox One;Iceberg Interactive;2016-11-04;62.0;10;1;7;2;80.0;1;1;0;0;Iceberg Interactive;;;;;;;50-74;0;0
Gas Guzzlers: Combat Carnage;PC;Gamepires;2012-05-18;58.0;13;2;9;2;75.0;14;9;4;1;Gamepires;Automobile, Arcade, Driving, Racing;Online Multiplayer;T;;;;50-74;0;1
Gates of Troy;PC;Matrix Games;2004-12-08;70.0;6;4;1;1;82.97;2;2;0;0;Slitherine Software;;No Online Multiplayer;;;;;50-74;0;1
Gateways;PC;Smudged Cat Games;2012-09-12;72.0;8;4;4;0;76.99;1;1;0;0;Smudged Cat Games;;;;;;;50-74;0;1
Gatling Gears;PlayStation 3;Electronic Arts;2011-06-28;76.0;11;9;2;0;73.98;1;1;0;0;Vanguard Games;;;;;;;75-89;0;0
Gatling Gears;Xbox 360;Electronic Arts;2011-05-11;74.0;40;25;15;0;78.01;9;8;1;0;Vanguard Games;;;;;;;50-74;0;0
Gauntlet;Xbox 360;Midway;2005-11-22;65.0;14;5;7;2;53.98;3;1;1;1;Digital Eclipse;Arcade, Action, General;1-4;E;;;;50-74;0;1
Gauntlet (2014);PC;Warner Bros. Interactive Entertainment;2014-09-23;68.0;38;12;26;0;71.02;49;25;12;12;Warner Bros. Interactive Entertainment;;;;;;;50-74;0;1
Gauntlet Dark Legacy;Xbox;Midway;2002-04-15;54.0;9;0;7;2;81.02;5;3;2;0;Midway;Beat-'Em-Up, Action;1-4;T;;;;50-74;0;1
Gauntlet Legends;Dreamcast;Midway;2000-05-30;59.0;6;1;3;2;76.99;0;0;0;0;Atari Games (Midway);;;;;;;50-74;0;1
Gauntlet: Dark Legacy;GBA;Midway;2002-11-25;37.0;12;0;5;7;68.01;3;1;1;1;Pocket Studios;Beat-'Em-Up, Action;No Online Multiplayer;T;;;;50-;1;0
Gauntlet: Dark Legacy;PlayStation 2;Midway;2001-05-01;73.0;15;8;7;0;82.97;10;10;0;0;Midway;Beat-'Em-Up, Action;1-4;T;;;;50-74;0;0
Gauntlet: Dark Legacy;Gamecube;Midway;2002-03-06;60.0;20;3;13;4;87.03;11;9;2;0;Midway;;;;;;;50-74;0;0
Gauntlet: Seven Sorrows;Xbox;Midway;2005-12-12;61.0;36;7;23;6;82.03;5;4;1;0;Midway;Action RPG, Role-Playing;1-4;T;;;;50-74;0;0
Gauntlet: Seven Sorrows;PlayStation 2;Midway;2005-12-12;59.0;38;8;22;8;56.99;9;0;4;5;Midway;Action RPG, Role-Playing;1-4;T;;;;50-74;0;0
Gauntlet: Slayer Edition;PlayStation 4;Warner Bros. Interactive Entertainment;2015-08-11;71.0;21;12;8;1;68.01;30;12;11;7;Arrowhead Game Studios;Western-Style, Role-Playing;1-4;M;;;;50-74;0;1
Gear Gauntlet;Xbox One;Drop Dead Interactive;2016-04-15;69.0;5;3;1;1;68.01;1;1;0;0;Drop Dead Interactive;;;;;;;50-74;0;0
Gear.Club Unlimited;Switch;Microids;2017-11-21;64.0;35;6;27;2;68.01;16;14;2;0;Eden Games Mobile;;;;;;;50-74;0;1
Gear.Club Unlimited 2;Switch;Microids;2018-12-04;57.0;22;3;14;5;60.0;2;1;1;0;Eden Games Mobile;Automobile, Simulation, Racing;No Online Multiplayer;E;;;;50-74;0;1
Gears of War;PC;Microsoft Game Studios;2007-11-06;87.0;36;35;1;0;76.99;75;27;18;30;Epic Games;Shooter, Action, Arcade, Sci-Fi, Third-Person;1-8;M;;;;75-89;0;0
Gears of War;Xbox 360;Microsoft Game Studios;2006-11-07;94.0;88;88;0;0;82.97;509;369;78;62;Epic Games;Shooter, Action, Arcade, Sci-Fi, Third-Person;1-8;M;;Eric Nylund, Susan O'Connor;;90+;0;0
Gears of War 2;Xbox 360;Microsoft Game Studios;2008-11-07;93.0;90;90;0;0;76.99;363;217;70;76;Epic Games;Shooter, Action, Arcade, Sci-Fi, Third-Person;1-4;M;;;;90+;0;1
Gears of War 2: All Fronts Collection;Xbox 360;Microsoft Game Studios;2009-07-28;79.0;12;10;2;0;78.01;1;1;0;0;Epic Games;Shooter, Action, Arcade, Sci-Fi, Third-Person;1-16;M;;;;75-89;0;1
Gears of War 3;Xbox 360;Microsoft Game Studios;2011-09-20;91.0;96;94;2;0;78.98;432;334;67;31;Epic Games;Shooter, Action, Arcade, Sci-Fi, Third-Person;1-16;M;;;;90+;0;1
Gears of War 3: Fenix Rising Map Pack;Xbox 360;Microsoft Game Studios;2012-01-17;75.0;5;3;2;0;58.01;3;3;0;0;Epic Games;;;;;;;75-89;0;1
Gears of War 3: Forces of Nature Map Pack;Xbox 360;Microsoft Game Studios;2012-03-27;85.0;4;4;0;0;76.02;2;2;0;0;Epic Games;;;;;;;75-89;0;1
Gears of War 3: RAAM's Shadow;Xbox 360;Microsoft Game Studios;2011-12-13;77.0;32;23;9;0;76.99;16;15;0;1;Epic Games;;;;;;;75-89;0;1
Gears of War 4;PC;Microsoft Game Studios;2016-10-11;86.0;22;20;2;0;66.99;66;37;9;20;The Coalition;;;;Chuck Osieja;Tom Bissell;Ramin Djawadi;75-89;0;0
Gears of War 4;Xbox One;Microsoft Game Studios;2016-10-11;84.0;99;90;9;0;68.98;273;205;41;27;The Coalition;Shooter, Action, Arcade, Sci-Fi, Third-Person;1-16;M;Chuck Osieja;Tom Bissell;Ramin Djawadi;75-89;0;0
Gears of War: Judgment;Xbox 360;Microsoft Game Studios;2013-03-19;79.0;81;58;23;0;56.02;263;82;75;106;Epic Games;;;;;;;75-89;0;1
Gears of War: Judgment - Call to Arms;Xbox 360;Microsoft Game Studios;2013-04-30;57.0;4;1;3;0;48.98;0;0;0;0;Epic Games;;;;;;;50-74;0;1
Gears of War: Ultimate Edition;Xbox One;Microsoft Game Studios;2015-08-25;82.0;74;69;4;1;76.02;112;82;18;12;Splash Damage, The Coalition;Shooter, Arcade, Action, Third-Person;1-8;M;;;;75-89;0;1
Gears of War: Ultimate Edition for Windows 10;PC;Microsoft Game Studios;2016-03-01;73.0;26;15;10;1;35.0;21;8;1;12;Epic Games, Splash Damage, The Coalition;Shooter, Arcade, Action, Third-Person;1-8;M;;;;50-74;0;1
Geist;Gamecube;Nintendo;2005-08-15;66.0;43;16;25;2;81.02;11;9;1;1;n-Space;Shooter, Action, Sci-Fi, First-Person;1-4;M;;;;50-74;0;1
Geki Yaba Runner Deluxe;3DS;QubicGames;2016-12-22;65.0;4;1;3;0;0.0;0;0;0;0;QubicGames;;;;;;;50-74;1;1
Gekido Advance: Kintaro's Revenge;GBA;Destination Software;2003-11-25;70.0;7;4;2;1;70.0;3;1;1;1;Naps Team;Beat-'Em-Up, Action;No Online Multiplayer;T;;;;50-74;1;1
Gekido: Kintaro's Revenge;Switch;Naps Team;2018-03-22;68.0;6;2;4;0;71.99;5;5;0;0;Naps Team;Beat-'Em-Up, Action, 2D;No Online Multiplayer;T;;;;50-74;0;0
Gel: Set & Match;Xbox 360;Gastronaut Studios;2009-05-20;72.0;9;3;6;0;0.0;0;0;0;0;Gastronaut Studios;Action, Miscellaneous, Puzzle;1-4;E;;;;50-74;0;1
Gem Smashers;GBA;Metro3D;2003-07-01;70.0;4;1;2;1;86.02;8;8;0;0;Frame Studios Interactive;General, Miscellaneous, Puzzle;1-4;E;;;;50-74;1;0
Gemini Rue;PC;Wadjet Eye Games;2011-02-24;82.0;24;21;3;0;83.98;50;40;7;3;Wadjet Eye Games, Joshua Nuernberger;;;;;;;75-89;0;1
Gemini Wars;PC;Camel 101;2012-06-08;53.0;8;0;5;3;65.0;20;13;2;5;Camel 101;;;;;;;50-74;0;1
Gemini: Heroes Reborn;PlayStation 4;Imperative Entertainment;2016-01-26;57.0;6;0;5;1;66.02;2;1;0;1;Phosphor Games;;;;;;;50-74;0;0
Gemini: Heroes Reborn;Xbox One;Imperative Entertainment;2016-01-19;63.0;12;3;8;1;61.99;2;2;0;0;Phosphor Games;;;;;;;50-74;0;0
Gemini: Heroes Reborn;PC;Imperative Entertainment;2016-01-18;54.0;13;1;9;3;56.02;7;4;2;1;Phosphor Games;Action Adventure, Linear;No Online Multiplayer;T;;;;50-74;0;0
Gene Rain;Xbox One;Deeli network;2018-07-31;32.0;9;0;1;8;36.0;1;0;1;0;Deeli network;Shooter, Arcade, Action, Third-Person;No Online Multiplayer;M;;;;50-;0;0
Gene Troopers;PC;Playlogic;2006-12-25;46.0;5;0;3;2;0.0;1;0;0;1;Cauldron Ltd.;;;;;;;50-;0;0
Generation of Chaos;Playstation Portable;Nippon Ichi Software;2006-02-28;60.0;29;2;24;3;73.98;8;3;3;2;Idea Factory;Turn-Based, Fantasy, Strategy, General;No Online Multiplayer;T;;;;50-74;1;1
Generation of Chaos: Pandora's Reflection;Playstation Portable;Nippon Ichi Software;2013-02-19;70.0;4;2;2;0;76.99;2;2;0;0;Sting;;;;;;;50-74;1;1
Genesis Rising: The Universal Crusade;PC;DreamCatcher Interactive;2007-03-20;57.0;34;5;21;8;61.02;16;8;1;7;Metamorf Studios;Real-Time, Strategy, General, Sci-Fi;1-16;T;;;;50-74;0;1
Genital Jousting;PC;Devolver Digital;2018-01-18;68.0;15;4;11;0;75.0;7;7;0;0;Free Lives;;Online Multiplayer;;;;;50-74;0;1
Geniu$: The Tech Tycoon Game;PC;Viva Media;2005-11-01;63.0;4;0;4;0;0.0;0;0;0;0;Cornelsen Software;Management, Tycoon, Strategy, Business / Tycoon;No Online Multiplayer;E;;;;50-74;0;1
Genji: Dawn of the Samurai;PlayStation 2;Sony Interactive Entertainment;2005-09-20;74.0;49;26;22;1;87.03;9;5;4;0;Game Republic;Action Adventure, Fantasy;No Online Multiplayer;M;Takashi Shono;;;50-74;0;1
Genji: Days of the Blade;PlayStation 3;Sony Interactive Entertainment;2006-11-14;55.0;46;1;37;8;60.0;11;3;3;5;Game Republic;Action Adventure, Fantasy, General;No Online Multiplayer;T;Yuichi Ueda;;;50-74;0;1
Genma Onimusha;Xbox;Capcom;2002-01-28;83.0;27;22;5;0;90.0;7;4;3;0;Capcom;Action Adventure, Fantasy;No Online Multiplayer;M;;;;75-89;0;1
Geoff Crammond's Grand Prix 4;PC;Atari;2002-09-10;77.0;14;8;5;1;87.03;9;8;1;0;Atari, MicroProse, Atari SA;Driving, Formula One, Automobile, Simulation, Racing;1-8;E;;;;75-89;0;1
Geometry Wars 3: Dimensions;PC;Sierra Entertainment;2014-11-25;79.0;9;7;2;0;61.99;4;2;2;0;Lucid Games;;;;;;;75-89;0;0
Geometry Wars 3: Dimensions;PlayStation 4;Sierra Entertainment;2014-11-25;85.0;25;23;2;0;75.0;9;7;2;0;Lucid Games;Shooter, Action, Shoot-'Em-Up, Top-Down, Static;1-8;E;;;;75-89;0;0
Geometry Wars 3: Dimensions;Xbox One;Sierra Entertainment;2014-11-26;82.0;27;25;2;0;76.99;9;5;3;1;Lucid Games;;;;;;;75-89;0;0
Geometry Wars: Galaxies;DS;Sierra Entertainment;2007-11-27;79.0;36;27;9;0;78.98;12;11;1;0;Bizarre Creations, Kuju Entertainment;Shooter, Action, Shoot-'Em-Up, Top-Down, Sci-Fi, Static, Third-Person;1-4;E;;;;75-89;1;0
Geometry Wars: Galaxies;Wii;Sierra Entertainment;2007-11-20;80.0;55;45;10;0;82.97;11;9;2;0;Bizarre Creations, Kuju Entertainment;Shooter, Action, Shoot-'Em-Up, Top-Down, Static;1-4;E;;;;75-89;0;0
Geometry Wars: Retro Evolved;PC;Bizarre Creations;2007-03-07;76.0;7;4;3;0;87.03;29;25;4;0;Bizarre Creations;Shooter, Action, Shoot-'Em-Up, Top-Down, Static;No Online Multiplayer;E;;;;75-89;0;0
Geometry Wars: Retro Evolved;Xbox 360;Bizarre Creations;2005-11-22;86.0;26;26;0;0;86.02;25;21;4;0;Bizarre Creations;Shooter, Action, Shoot-'Em-Up, Top-Down, Static;No Online Multiplayer;E;;;;75-89;0;0
Geometry Wars: Retro Evolved 2;Xbox 360;Bizarre Creations;2008-07-30;90.0;52;52;0;0;82.97;17;15;2;0;Bizarre Creations;Shooter, Action, Shoot-'Em-Up, Top-Down, Static;1-4;E;;;;90+;0;1
George of the Jungle and the Search for the Secret;PlayStation 2;Crave;2008-03-18;30.0;5;0;0;5;43.98;1;1;0;0;Crave;Action, Platformer, 2D;No Online Multiplayer;E;;;;50-;0;0
George of the Jungle and the Search for the Secret;Wii;Crave;2008-03-18;35.0;10;0;2;8;40.0;2;1;0;1;Crave;Action, Platformer, 2D;No Online Multiplayer;E;;;;50-;0;0
Germinator;PlayStation 3;Creat Studios;2013-03-05;68.0;5;1;4;0;0.0;0;0;0;0;Creat Studios;;;;;;;50-74;0;1
Get Even;Xbox One;Bandai Namco Games;2017-06-23;73.0;14;9;5;0;83.98;4;3;0;1;The Farm 51;;;;;;;50-74;0;0
Get Even;PC;Bandai Namco Games;2017-06-20;75.0;31;17;14;0;75.0;17;12;4;1;The Farm 51;;No Online Multiplayer;;;;;75-89;0;0
Get Even;PlayStation 4;Bandai Namco Games;2017-06-23;71.0;36;17;18;1;76.02;11;7;1;3;The Farm 51;;;;;;;50-74;0;0
Get Fit With Mel B;PlayStation 3;Deep Silver;2010-10-20;73.0;4;2;2;0;58.01;0;0;0;0;Lightning Fish Games;;;;;;;50-74;0;0
Get On Da Mic;PlayStation 2;Eidos Interactive;2004-10-05;49.0;29;1;15;13;63.01;5;5;0;0;Artificial Mind and Movement;Music Maker, Miscellaneous;1-4;T;;;;50-;0;1
Gettysburg: Armored Warfare;PC;Paradox Interactive;2012-03-27;22.0;6;0;0;6;24.0;20;1;4;15;Paradox Interactive;;1-64;;;;;50-;0;1
Ghost 1.0;PC;@unepic_fran;2016-06-07;80.0;7;6;1;0;75.0;3;1;2;0;@unepic_fran;;No Online Multiplayer;;;;;75-89;0;0
Ghost Blade HD;Xbox One;HUCAST;2017-02-28;72.0;8;5;2;1;61.02;3;2;1;0;HUCAST;;;;;;;50-74;0;0
Ghost Blade HD;PlayStation 4;HUCAST;2017-02-28;62.0;12;3;8;1;60.0;2;0;2;0;HUCAST;;;;;;;50-74;0;0
Ghost Mania;Wii;Legendo Entertainment;2011-01-03;57.0;9;1;6;2;0.0;0;0;0;0;Legendo Entertainment;Stacking, Action, General, Puzzle;1-4;E;;;;50-74;0;1
Ghost Master;PC;Empire Interactive;2003-08-26;81.0;28;21;7;0;78.01;19;12;5;2;Sick Puppies;Real-Time, Fantasy, Strategy, General;No Online Multiplayer;T;;;;75-89;0;1
Ghost Pirates of Vooju Island;PC;THQ;2010-08-30;66.0;14;3;9;2;0.0;0;0;0;0;Autumn Moon;;;;;Bill Tiller, Gene Mocsy;;50-74;0;1
Ghost Rider;Playstation Portable;2K Games;2007-02-13;49.0;17;0;9;8;56.99;6;2;3;1;Climax Group, Climax Studios;Action, General;1-4;T;;;;50-;1;0
Ghost Rider;PlayStation 2;2K Games;2007-02-13;54.0;37;2;25;10;65.0;7;3;4;0;Climax Group;Action, General;No Online Multiplayer;T;;Garth Ennis, Jimmy Palmiotti;;50-74;0;0
Ghost Squad;Wii;Sega;2007-11-20;69.0;42;14;27;1;73.98;16;13;2;1;Artificial Mind and Movement, Polygon Magic;Shooter, Light Gun, Action;1-4;T;Shinsuke Imai;;;50-74;0;1
Ghost Trick: Phantom Detective;DS;Capcom;2011-01-11;83.0;60;54;6;0;87.97;36;31;3;2;Capcom;Adventure, General;No Online Multiplayer;T;Shu Takumi;;;75-89;1;1
Ghost in the Sheet;PC;Tri Synergy;2007-11-20;60.0;4;1;3;0;0.0;1;1;0;0;Tri Synergy;General, Miscellaneous, Puzzle;No Online Multiplayer;T;;;;50-74;0;1
Ghost in the Shell: Stand Alone Complex;Playstation Portable;Bandai;2005-10-26;61.0;23;3;19;1;73.98;8;6;1;1;G-Artists;Shooter, Action, Arcade, Sci-Fi, First-Person, Third-Person;1-8;T;;;;50-74;1;1
Ghost in the Shell: Stand Alone Complex (2004);PlayStation 2;Bandai;2004-11-08;66.0;34;6;25;3;61.99;9;4;3;2;Cavia Inc.;Shooter, Action, Sci-Fi, Third-Person;1-4;M;;;;50-74;0;1
Ghost of a Tale;PC;Ghost of a Tale;2018-03-13;75.0;24;15;9;0;82.03;11;8;2;1;Ghost of a Tale, SeithCG;;No Online Multiplayer;;;;;75-89;0;0
Ghostbusters;PC;Activision;2016-07-12;38.0;6;0;0;6;4.0;6;1;0;5;Activision;;;;;;;50-;0;0
Ghostbusters;Xbox One;Activision;2016-07-12;32.0;10;0;3;7;4.0;3;0;0;3;Activision;;;;;;;50-;0;0
Ghostbusters;PlayStation 4;Activision;2016-07-12;30.0;22;0;2;20;10.0;22;4;2;16;Activision, FireForge Games;;;;;;;50-;0;0
Ghostbusters: Sanctum of Slime;PC;Atari;2011-03-23;43.0;12;0;3;9;43.98;4;1;0;3;Behavior Studios;;;;;;;50-;0;0
Ghostbusters: Sanctum of Slime;PlayStation 3;Atari;2011-03-22;42.0;27;0;9;18;34.0;3;0;0;3;Behavior Studios;;;;;;;50-;0;0
Ghostbusters: Sanctum of Slime;Xbox 360;Atari;2011-03-23;45.0;38;0;15;23;34.0;6;0;1;5;Behavior Studios;;;;;;;50-;0;0
Ghostbusters: The Video Game;PlayStation 2;Atari;2009-06-16;64.0;9;1;6;2;83.98;1;0;1;0;War Drum Studios;;;;;;;50-74;0;0
Ghostbusters: The Video Game;Playstation Portable;Atari;2009-10-30;54.0;13;0;11;2;46.99;4;3;1;0;Red Fly Studio;;;;;;;50-74;1;0
Ghostbusters: The Video Game;DS;Atari;2009-06-16;55.0;17;0;13;4;61.02;4;1;1;2;Zen Studios;;;;;;;50-74;1;0
Ghostbusters: The Video Game;PC;Atari;2009-06-16;74.0;26;16;10;0;76.99;42;26;13;3;Terminal Reality;;;;Kody Sabourin;Harold Ramis, Dan Aykroyd;;50-74;0;0
Ghostbusters: The Video Game;Wii;Atari;2009-06-16;76.0;29;20;9;0;82.97;7;6;1;0;Red Fly Studio;;;;;;;75-89;0;0
Ghostbusters: The Video Game;Xbox 360;Atari;2009-06-16;79.0;53;43;10;0;85.0;42;33;8;1;Terminal Reality;Action, General;1-4;T;;;;75-89;0;0
Ghostbusters: The Video Game;PlayStation 3;Atari;2009-06-16;78.0;74;50;24;0;78.98;22;14;7;1;Terminal Reality;;;;;;;75-89;0;0
Ghosthunter;PlayStation 2;Namco;2004-08-17;69.0;44;18;24;2;87.03;11;9;2;0;SCE Studio Cambridge;Action Adventure, Horror;No Online Multiplayer;T;;;;50-74;0;1
Giana Sisters: Dream Runners;PlayStation 4;EuroVideo Medien;2015-08-19;37.0;4;0;1;3;48.01;1;0;0;1;Black Forest Games;Action, Platformer, 2D;1-4;E;;;;50-;0;0
Giana Sisters: Dream Runners;Xbox One;EuroVideo Medien;2015-08-19;32.0;7;0;0;7;46.99;3;1;0;2;Black Forest Games;;;;;;;50-;0;0
Giana Sisters: Twisted Dreams;Wii U;Black Forest Games;2013-09-05;74.0;5;2;3;0;76.02;5;3;2;0;Black Forest Games;;;;;;;50-74;0;0
Giana Sisters: Twisted Dreams;PC;Black Forest Games;2012-10-22;77.0;21;15;5;1;76.99;40;29;6;5;Black Forest Games;;;;;;;75-89;0;0
Giana Sisters: Twisted Dreams;Xbox 360;bitComposer Games;2013-03-20;69.0;24;11;11;2;70.0;4;2;0;2;Black Forest Games;;;;;;;50-74;0;0
Giana Sisters: Twisted Dreams - Director's Cut;PlayStation 4;Black Forest Games;2014-12-09;80.0;6;6;0;0;76.02;3;3;0;0;Black Forest Games;;;;;;;75-89;0;0
Giana Sisters: Twisted Dreams - Owltimate Edition;Switch;Black Forest Games;2018-09-25;74.0;11;8;3;0;73.98;0;0;0;0;Black Forest Games;Action, Platformer, 2D;No Online Multiplayer;E;;;;50-74;0;1
Giana Sisters: Twisted Dreams - Rise of the Owlverlord;PC;Black Forest Games;2013-09-26;84.0;5;5;0;0;80.0;2;1;1;0;Black Forest Games;;No Online Multiplayer;;;;;75-89;0;1
Giants: Citizen Kabuto;PlayStation 2;Interplay;2001-12-20;79.0;15;11;4;0;68.98;3;1;1;1;Digital Mayhem;Shooter, Action, Sci-Fi, Third-Person;No Online Multiplayer;T;;;;75-89;0;0
Giants: Citizen Kabuto;PC;Interplay;2000-12-06;85.0;27;24;3;0;87.97;14;14;0;0;Planet Moon Studios;Shooter, Action, Arcade, Sci-Fi, Third-Person;1-16;M;;;;75-89;0;0
Gift of Parthax;PC;1C Company;2018-09-12;65.0;5;2;3;0;0.0;0;0;0;0;Foldergeist Studios;;No Online Multiplayer;;;;;50-74;0;1
Giga Wing 2;Dreamcast;Capcom;2001-05-16;70.0;9;3;6;0;82.03;5;4;0;1;Takumi Corporation;;;;;;;50-74;0;1
Gigantic;PC;Motiga;2017-07-20;76.0;12;8;4;0;83.98;19;17;2;0;Motiga;Real-Time, MOBA, Strategy;Online Multiplayer;T;;;;75-89;0;0
Gigantic;Xbox One;Motiga;2017-07-20;74.0;12;7;5;0;82.97;12;12;0;0;Motiga;;;;;;;50-74;0;0
Gigantic Army;PC;Nyu Media;2014-02-05;73.0;7;3;4;0;63.98;5;2;3;0;Astro Port;;No Online Multiplayer;;;;;50-74;0;1
Gin Rummy;Xbox 360;Sierra Entertainment;2008-09-03;63.0;10;1;8;1;0.0;1;1;0;0;Sierra Online Shanghai;Parlor, Gambling, Miscellaneous;1-4;E;;;;50-74;0;1
Ginger: Beyond the Crystal;PlayStation 4;PQube;2016-10-25;61.0;5;0;5;0;61.02;2;1;1;0;Drakhar Studio;;;;;;;50-74;0;0
Ginger: Beyond the Crystal;Xbox One;Badland Games;2016-10-25;65.0;6;0;6;0;82.03;0;0;0;0;Badland Games;;;;;;;50-74;0;0
Girl Fight;Xbox 360;Majesco Games;2013-09-25;34.0;9;0;0;9;53.98;2;1;0;1;MicroProse, Kung Fu Factory;;;;;;;50-;0;0
Girl Fight;PlayStation 3;Majesco Games;2013-09-24;35.0;11;0;1;10;48.98;4;1;1;2;MicroProse, Kung Fu Factory;;;;;;;50-;0;0
Gish;PC;GarageGames;2004-09-17;80.0;11;8;3;0;71.02;21;10;7;4;Chronic Logic;Action, Platformer, 2D;1-4;T;;;;75-89;0;1
Gitaroo Man;PlayStation 2;Koei;2002-02-19;82.0;21;17;4;0;87.03;11;10;1;0;Koei/Inis;Rhythm, Music, Miscellaneous;1-4;E;;;;75-89;0;1
Gitaroo Man Lives!;Playstation Portable;Koei;2006-11-14;80.0;37;31;6;0;85.0;7;7;0;0;Koei/Inis;Action, Rhythm, Music, Miscellaneous;1-4;E;;;;75-89;1;1
Gladiator Begins;Playstation Portable;Aksys Games;2010-09-13;59.0;9;1;8;0;80.0;8;7;1;0;Acquire;;;;;;;50-74;1;1
Gladiator: Sword of Vengeance;PC;Acclaim;2003-11-18;69.0;7;3;4;0;75.0;10;6;2;2;Acclaim, Acclaim Studios Manchester;Beat-'Em-Up, Action, 2D, Linear, Action Adventure;No Online Multiplayer;M;;;;50-74;0;0
Gladiator: Sword of Vengeance;PlayStation 2;Acclaim;2003-11-05;65.0;19;7;9;3;61.99;2;2;0;0;Acclaim Studios Manchester;Beat-'Em-Up, Action;No Online Multiplayer;M;;;;50-74;0;0
Gladiator: Sword of Vengeance;Xbox;Acclaim;2003-11-05;65.0;25;9;13;3;73.98;6;5;0;1;Acclaim Studios Manchester;Beat-'Em-Up, Action;No Online Multiplayer;M;;;;50-74;0;0
Gladiators of Rome;PC;Activision;2002-10-27;46.0;7;0;3;4;48.98;7;2;2;3;Cat Daddy Games;Real-Time, Strategy, General, Historic;No Online Multiplayer;M;;;;50-;0;1
Gladius;Gamecube;LucasArts;2003-11-03;82.0;19;15;4;0;78.98;7;7;0;0;LucasArts;Turn-Based, Fantasy, Strategy;1-4;T;;Justin Lambros;Mark Griskey;75-89;0;0
Gladius;PlayStation 2;LucasArts;2003-10-28;78.0;27;20;6;1;78.01;10;9;0;1;LucasArts;Turn-Based, Fantasy, Strategy;1-4;T;;Justin Lambros;Nark Griskey;75-89;0;0
Gladius;Xbox;LucasArts;2003-10-28;79.0;31;23;8;0;86.02;18;15;2;1;LucasArts;Turn-Based, Fantasy, Strategy;1-4;T;;Justin Lambros;Mark Griskey;75-89;0;0
Glare;PC;Phobic Studios;2013-10-10;69.0;5;1;4;0;65.0;4;3;1;0;Phobic Studios;;;;;;;50-74;0;1
Gleaner Heights;PC;Emilios Manolidis;2018-02-21;65.0;4;2;2;0;0.0;3;3;0;0;Emilios Manolidis;;;;;;;50-74;0;1
Global Agenda;PC;Hi-Rez Studios;2010-02-01;70.0;16;6;10;0;78.98;110;62;23;25;Hi-Rez Studios;;;;;;;50-74;0;1
Global Operations;PC;Crave;2002-03-25;79.0;13;9;4;0;76.02;3;3;0;0;Barking Dog;;;;;;;75-89;0;1
Global Ops: Commando Libya;PC;Kalypso;2011-10-26;37.0;6;1;1;4;35.0;5;2;1;2;Spectral Games;;;;;;;50-;0;1
Global Touring Challenge: Africa;PlayStation 2;Majesco Games;2002-06-14;64.0;12;3;9;0;0.0;0;0;0;0;Rage Software;GT / Street, Driving, Racing;1-4;E;;;;50-74;0;1
Globulos Party;DS;GlobZ;2010-03-01;56.0;12;0;11;1;0.0;0;0;0;0;GlobZ;Compilation, Miscellaneous;1-4;E;;;;50-74;1;1
Glory Days 2;DS;Eidos Interactive;2007-08-06;73.0;28;13;14;1;73.01;4;4;0;0;odenis studio;Shooter, Action, Vertical, Shoot-'Em-Up, Scrolling;1-8;E10+;;;;50-74;1;1
Glory Days: Tactical Defense;DS;odenis studio;2011-01-17;68.0;5;1;4;0;0.0;0;0;0;0;odenis studio;Shooter, Action, Vertical, Shoot-'Em-Up, Scrolling;No Online Multiplayer;E10+;;;;50-74;1;1
Glory of Heracles;DS;Nintendo;2010-01-18;69.0;23;7;16;0;73.98;5;4;0;1;Paon Corporation;;;;Toshinobu Kondo;Kazushige Nojima;;50-74;1;1
Glory of the Roman Empire;PC;CDV Software Entertainment AG;2006-07-03;66.0;34;8;26;0;73.01;0;0;0;0;Haemimont, Haemimont Games;Government, City Building, Strategy, Management, Historic;No Online Multiplayer;E10+;;;;50-74;0;1
Glow Worm;PC;Tri Synergy;2006-08-31;73.0;6;2;4;0;0.0;0;0;0;0;Flashbang Studios;;;;;;;50-74;0;1
Gnomz;Wii;QubicGames;2011-11-03;59.0;5;0;5;0;0.0;0;0;0;0;QubicGames;Action Adventure, Fantasy, General;1-4;E;;;;50-74;0;1
